student_id,institution_name,campus_location,degree_program,start_year,graduation_year,GPA_start,GPA_mid,GPA_final,credits_completed,internship_participation,extracurricular_involvement_level,study_abroad,on_campus_employment,gender,ethnicity,age_at_graduation,first_generation_college_student,family_income_bracket,high_school_GPA,employment_status_6mo,employment_status_1yr,job_title_first,industry_first,salary_first,job_city,job_state,job_region,graduate_school_enrollment,graduate_field_of_study,job_satisfaction,alignment_with_major
1908a2ed-ae94-4dbe-9f83-8e74a4e30bf9,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2018,2022,2.54,2.39,2.38,137,1,High,0,1,Male,Asian,23,0,Medium,2.83,Employed,Employed,"Research officer, trade union",Nonprofit,45977.0,Naperville,IL,Midwest,0,,6.0,0.0
3bbe73c8-5143-402b-8ef9-7015437d4210,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2019,2023,2.28,2.46,2.89,123,1,Low,0,0,Male,White,23,0,High,3.23,Employed,Employed,"Programme researcher, broadcasting/film/video",Arts,44442.0,Peoria,IL,Midwest,0,,8.0,1.0
01e375e8-ea57-4fba-8793-07753a65662a,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2016,2020,2.04,2.27,2.29,129,1,Medium,0,0,Non-binary,White,27,0,Medium,3.14,Employed,Employed,Magazine journalist,K-12,42919.0,Naperville,IL,Midwest,0,,10.0,1.0
d20ab2a9-761d-4687-96af-f948963d9106,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2017,2021,2.11,1.87,1.5,140,0,Low,0,1,Non-binary,Asian,28,0,High,2.84,Continuing Education,Continuing Education,,,,,,,0,,,
d0e3c224-5257-4b54-ad52-50d42b383f38,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2019,2023,2.02,2.23,2.68,122,0,None,0,1,Male,Hispanic,25,1,High,3.46,Employed,Employed,Planning and development surveyor,Nonprofit,36399.0,Milwaukee,WI,Midwest,0,,9.0,0.0
b85f9848-c13c-474b-959e-2ae7ff688470,University of Illinois Springfield,"Springfield, IL",STEM,2017,2021,2.88,2.94,3.23,126,1,Medium,1,1,Non-binary,Asian,22,0,High,2.68,Employed,Employed,"Investment banker, operational",Technology,84812.0,Decatur,IL,Midwest,0,,9.0,0.0
90802fb4-a0ed-478e-ad76-0b9478b9a32d,University of Illinois Springfield,"Springfield, IL",Business,2020,2024,3.23,3.1,3.39,122,0,Medium,0,0,Male,Hispanic,28,1,High,3.58,Employed,Employed,Estate agent,Marketing,63225.0,Bloomington,IL,Midwest,0,,9.0,1.0
e4fa1c56-9930-4809-b683-d148e32f24c6,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2019,2023,2.99,3.49,3.86,120,0,High,1,0,Male,Hispanic,27,0,Medium,3.66,Unemployed,Unemployed,,,,,,,1,Arts & Humanities,,
ae4a5f68-705d-42b2-9054-3fc2feb86979,University of Illinois Chicago,"Chicago, IL",Health Sciences,2018,2022,2.65,2.47,2.36,139,1,High,0,0,Female,Other,25,1,Medium,3.81,Employed,Employed,Warehouse manager,Healthcare,50952.0,Rockford,IL,Midwest,0,,8.0,1.0
c701a47e-a3f3-407e-9a86-dacdf6b2242e,University of Illinois Chicago,"Chicago, IL",Arts & Humanities,2018,2022,2.49,2.55,2.54,128,0,Low,0,1,Female,Black,28,0,Low,2.8,Employed,Employed,Publishing rights manager,Nonprofit,44363.0,Minneapolis,MN,Midwest,0,,8.0,1.0
17d55cea-8012-4200-a33b-a0b3fd79656a,University of Illinois Chicago,"Chicago, IL",STEM,2017,2021,3.28,3.6,3.67,120,0,Medium,0,0,Female,Hispanic,26,0,High,3.78,Employed,Employed,Dance movement psychotherapist,Research,62696.0,Chicago,IL,Midwest,0,,10.0,1.0
c1fec386-3716-4c1c-b032-e43c7e7ee90f,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2019,2023,3.34,3.01,2.6,134,0,High,0,0,Female,Other,28,0,Low,2.94,Unemployed,Unemployed,,,,,,,1,Business,,
c2cbfbaf-4e64-4aae-871f-c4b9513c3cb2,University of Illinois Chicago,"Chicago, IL",Business,2020,2024,3.26,3.11,3.26,128,1,None,0,0,Male,Hispanic,26,0,High,2.69,Employed,Employed,"Engineer, drilling",Marketing,71605.0,Rockford,IL,Midwest,0,,6.0,1.0
b0f18e73-7670-4f09-b82a-aae984fe372e,University of Illinois Springfield,"Springfield, IL",Health Sciences,2019,2023,2.35,2.75,2.5,121,0,None,0,0,Female,Black,25,0,High,3.11,Employed,Employed,"Geologist, wellsite",Healthcare,46298.0,Decatur,IL,Midwest,0,,10.0,0.0
d9956a23-2d1b-4d5b-8b01-d731ac55524f,University of Illinois Chicago,"Chicago, IL",Arts & Humanities,2016,2020,2.61,2.53,2.85,126,0,Medium,0,0,Male,Other,26,0,Medium,2.63,Employed,Employed,Chief Operating Officer,Media,39135.0,Decatur,IL,Midwest,0,,7.0,0.0
a742fdef-2cfb-4924-88ef-9db2914ff1fd,University of Illinois Chicago,"Chicago, IL",STEM,2020,2024,2.59,2.59,2.92,120,1,Medium,1,0,Male,Hispanic,28,1,Low,3.62,Employed,Employed,Equities trader,Technology,82915.0,Springfield,IL,Midwest,0,,7.0,1.0
45ca1ff8-3b71-4595-b081-65314a2f1849,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",STEM,2016,2020,2.44,2.68,2.69,136,0,High,0,1,Female,Asian,28,0,High,2.2,Unemployed,Unemployed,,,,,,,1,STEM,,
7d615120-31a6-4e9d-97bb-9ea5ac31c039,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2017,2021,2.24,2.41,2.46,139,0,High,0,0,Non-binary,Other,28,1,Medium,2.42,Continuing Education,Continuing Education,,,,,,,0,,,
1b381d05-a269-40d9-8372-a6a9b8a4449a,University of Illinois Chicago,"Chicago, IL",Health Sciences,2019,2023,2.73,2.62,2.95,139,1,High,0,1,Non-binary,Hispanic,26,0,Medium,2.89,Employed,Employed,Horticultural consultant,Pharma,54724.0,Decatur,IL,Midwest,0,,7.0,1.0
12d9952c-9605-4ec5-abfa-2a7823f7de7c,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2016,2020,2.66,2.67,2.62,127,0,Medium,0,0,Female,Black,26,0,Low,2.98,Employed,Employed,Product manager,K-12,41172.0,Springfield,IL,Midwest,0,,7.0,0.0
37cdaffe-b3cd-4e9b-a918-d7ac26f6ad5a,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2020,2024,2.41,2.67,2.31,138,0,Medium,0,0,Female,Other,23,0,Medium,3.31,Employed,Employed,Computer games developer,Consulting,56540.0,Rockford,IL,Midwest,1,Business,7.0,1.0
ab17f301-e20b-4d93-879b-2c5b395095b4,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2018,2022,2.51,3.03,3.07,122,1,High,0,0,Male,White,27,0,High,2.8,Employed,Employed,Regulatory affairs officer,Marketing,68272.0,Rockford,IL,Midwest,0,,6.0,0.0
6755a9f5-dd87-4b20-bc73-5d781a52009f,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Health Sciences,2019,2023,2.35,2.28,2.74,138,0,Medium,0,0,Male,Hispanic,28,1,High,3.45,Employed,Employed,Industrial/product designer,Pharma,57049.0,Champaign,IL,Midwest,0,,9.0,0.0
90ff07ad-34d5-4742-ab4a-a6a78bd68d45,University of Illinois Chicago,"Chicago, IL",STEM,2016,2020,3.25,3.35,3.46,128,1,Low,0,1,Male,Black,25,0,Low,3.64,Employed,Employed,Chief Operating Officer,Research,66322.0,Springfield,IL,Midwest,0,,6.0,0.0
83e931a2-c555-41eb-ae1f-440ea6435b0f,University of Illinois Springfield,"Springfield, IL",STEM,2017,2021,2.57,2.59,2.27,137,0,Medium,1,1,Non-binary,Asian,23,1,Low,2.81,Employed,Employed,Structural engineer,Research,63140.0,Louisville,KY,South,0,,9.0,1.0
52b6a67f-2b20-4f1e-afec-b610ccf952c3,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2018,2022,2.58,2.59,2.96,128,0,High,0,0,Non-binary,Asian,27,0,Low,3.12,Continuing Education,Continuing Education,,,,,,,0,,,
2843851e-497a-4585-ac45-7df96b116667,University of Illinois Chicago,"Chicago, IL",Business,2016,2020,3.17,3.14,3.01,138,1,Medium,0,0,Female,Hispanic,28,0,High,2.37,Employed,Employed,Advertising art director,Consulting,69894.0,Peoria,IL,Midwest,0,,6.0,1.0
13a01216-7e69-45e8-a1c0-704e3bb11ac4,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2018,2022,2.34,2.87,2.83,140,0,Low,0,0,Non-binary,Other,26,0,High,3.44,Employed,Employed,Sports coach,Arts,49913.0,Naperville,IL,Midwest,1,Arts & Humanities,7.0,0.0
cb57cff4-bd62-4ae0-a683-bb10eccf34c6,University of Illinois Springfield,"Springfield, IL",Arts & Humanities,2019,2023,3.22,3.0,3.08,136,0,Low,0,0,Non-binary,Black,27,0,Medium,3.24,Employed,Employed,Theatre manager,Nonprofit,36704.0,Indianapolis,IN,Midwest,0,,8.0,1.0
e517d064-f177-4b2c-ae6c-93c8724c7c82,University of Illinois Chicago,"Chicago, IL",Arts & Humanities,2018,2022,2.53,2.41,2.48,120,1,Low,0,0,Male,White,25,1,High,2.9,Employed,Employed,Health and safety adviser,Arts,51311.0,Chicago,IL,Midwest,0,,9.0,1.0
31711896-6e22-42f2-b191-f0d3b1fcb0eb,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2019,2023,2.13,1.5,1.66,128,0,Low,1,0,Male,Black,24,0,Medium,3.18,Continuing Education,Continuing Education,,,,,,,0,,,
3622fd52-853a-42b1-bfca-d16c909b3af9,University of Illinois Chicago,"Chicago, IL",Health Sciences,2018,2022,3.15,3.2,3.46,130,0,Low,0,1,Female,Black,22,0,High,3.54,Unemployed,Employed,,,,,,,1,Health Sciences,,
ac30435b-1e75-4ab8-9f36-27d128a380b8,University of Illinois Springfield,"Springfield, IL",Health Sciences,2017,2021,3.13,3.41,3.07,130,1,None,0,0,Non-binary,Hispanic,27,1,Medium,2.31,Employed,Employed,"Designer, interior/spatial",Pharma,62125.0,Bloomington,IL,Midwest,1,Health Sciences,10.0,1.0
14d6dff6-7d17-4bc0-b626-3c088fc512a1,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2019,2023,2.89,3.59,3.33,128,0,None,0,1,Male,Asian,29,0,High,2.84,Continuing Education,Continuing Education,,,,,,,0,,,
c6036f79-3d56-416f-840c-87fbac2f3cb4,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Health Sciences,2017,2021,2.38,2.46,1.98,120,0,Low,0,0,Male,Hispanic,24,1,Medium,3.24,Employed,Employed,Office manager,Pharma,46744.0,Chicago,IL,Midwest,0,,8.0,1.0
3fb83469-eb58-4697-a37a-5ac4e1d381a4,University of Illinois Springfield,"Springfield, IL",Health Sciences,2019,2023,1.81,1.5,1.5,135,0,None,0,0,Female,Other,28,1,Medium,2.3,Unemployed,Unemployed,,,,,,,0,,,
3c99a068-595a-47b2-acbb-3847ff5165d2,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2017,2021,2.82,2.06,2.07,136,1,Medium,0,1,Male,Hispanic,28,0,Medium,3.08,Employed,Employed,Network engineer,Higher Education,48917.0,Chicago,IL,Midwest,0,,9.0,1.0
06c5f6f3-c741-47e3-b6aa-7db17d467351,University of Illinois Chicago,"Chicago, IL",Business,2016,2020,2.49,2.39,2.92,131,0,Low,0,0,Female,White,28,1,High,2.93,Employed,Employed,Counsellor,Finance,53674.0,Springfield,IL,Midwest,0,,6.0,1.0
08c358f0-1c6b-4065-82ac-f6f740da63bc,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",STEM,2016,2020,1.5,1.5,1.5,120,0,Medium,0,0,Non-binary,White,24,1,Low,2.82,Continuing Education,Continuing Education,,,,,,,0,,,
fdbe6934-dc51-42cd-b203-bd3342f871e9,University of Illinois Chicago,"Chicago, IL",STEM,2019,2023,1.63,1.5,1.77,133,0,Low,0,0,Female,Other,22,0,Medium,2.28,Employed,Employed,Dance movement psychotherapist,Technology,62754.0,Bloomington,IL,Midwest,0,,7.0,1.0
f67440d3-123f-4e1f-8df2-d2231e15e13a,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",STEM,2017,2021,1.78,2.42,2.62,134,1,High,0,1,Non-binary,Black,28,0,Low,3.26,Employed,Employed,"Administrator, arts",Research,69306.0,Peoria,IL,Midwest,0,,10.0,0.0
6ab40473-b529-4daa-b244-3b71ebd1fdca,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2017,2021,2.24,2.39,2.24,130,1,High,0,0,Non-binary,Other,22,1,High,2.45,Employed,Employed,Psychotherapist,K-12,47296.0,Peoria,IL,Midwest,0,,7.0,1.0
1e995e8d-4609-4431-9153-b811e4635e47,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Health Sciences,2016,2020,3.57,3.76,4.0,128,0,Low,0,0,Non-binary,Other,26,0,Low,2.61,Continuing Education,Continuing Education,,,,,,,0,,,
20758d2e-b286-4de9-8a2b-c8af6d98d740,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Health Sciences,2018,2022,2.22,2.63,2.48,128,1,Medium,0,0,Non-binary,Other,28,1,Medium,2.22,Employed,Employed,Chiropodist,Pharma,55582.0,Naperville,IL,Midwest,0,,9.0,1.0
2d5d62e0-3a62-40af-b896-17899288c126,University of Illinois Springfield,"Springfield, IL",STEM,2017,2021,2.61,2.51,3.0,120,1,High,0,0,Non-binary,White,29,0,Low,2.7,Employed,Employed,Mining engineer,Engineering,67221.0,Chicago,IL,Midwest,0,,6.0,0.0
1365ee7e-d2e0-41d2-8cb4-f1ced4fd62c5,University of Illinois Springfield,"Springfield, IL",Business,2018,2022,2.55,2.76,2.73,136,1,Low,0,0,Male,Hispanic,23,0,Medium,3.24,Employed,Employed,Chemical engineer,Finance,55627.0,Peoria,IL,Midwest,0,,10.0,0.0
1c715ed3-3173-4055-bc81-a6363200b846,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2017,2021,2.79,2.66,2.83,121,0,Low,0,1,Non-binary,Other,29,0,Low,2.46,Employed,Employed,Diplomatic Services operational officer,Arts,42448.0,Decatur,IL,Midwest,1,Arts & Humanities,9.0,1.0
9f836a80-beec-451b-9549-9e2399853bf2,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2016,2020,2.32,2.59,3.29,127,1,High,0,0,Male,Other,29,1,Medium,3.31,Employed,Employed,Private music teacher,Higher Education,49522.0,Decatur,IL,Midwest,0,,8.0,0.0
579092a5-517b-40d3-bcb2-4ab21d1bd7b7,University of Illinois Chicago,"Chicago, IL",Education,2020,2024,3.05,3.16,2.95,132,0,Medium,0,0,Female,White,22,1,Medium,3.98,Employed,Employed,Armed forces operational officer,Higher Education,48527.0,Indianapolis,IN,Midwest,1,Education,8.0,0.0
6a31a877-fe08-4200-88cf-4912081094d1,University of Illinois Chicago,"Chicago, IL",Health Sciences,2020,2024,3.24,3.56,3.92,134,0,Low,1,0,Male,Hispanic,26,0,High,2.41,Employed,Employed,"Engineer, petroleum",Pharma,56202.0,Peoria,IL,Midwest,0,,7.0,1.0
e5d65816-0cac-4863-905e-55d97268271f,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2017,2021,2.64,2.73,2.59,132,1,Medium,0,0,Non-binary,White,24,0,Medium,3.13,Employed,Employed,Petroleum engineer,Nonprofit,39194.0,Chicago,IL,Midwest,0,,8.0,1.0
17b8324c-07c7-4725-9936-98492c484447,University of Illinois Chicago,"Chicago, IL",Health Sciences,2019,2023,3.11,3.08,3.03,134,0,Medium,0,0,Male,Hispanic,28,0,High,3.01,Employed,Employed,Chief of Staff,Pharma,51467.0,Naperville,IL,Midwest,0,,9.0,0.0
149e1ee5-89ed-4e70-b331-874216a7a402,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2020,2024,2.93,2.45,2.68,133,1,Medium,0,0,Male,Asian,24,0,Low,2.83,Employed,Employed,Geoscientist,Media,52704.0,St. Louis,MO,Midwest,0,,8.0,1.0
d0350435-bc8e-4a2c-8c97-b541603ca843,University of Illinois Springfield,"Springfield, IL",Education,2018,2022,3.24,2.92,3.02,135,0,Medium,0,0,Female,Black,22,0,Low,2.98,Employed,Employed,"Psychologist, sport and exercise",Higher Education,28078.0,Springfield,IL,Midwest,1,Education,7.0,1.0
b1f1f5e5-b211-4a4b-b76e-377e55193ae2,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2018,2022,3.1,2.85,3.21,138,0,Low,0,1,Female,Other,26,0,High,3.06,Employed,Employed,Lobbyist,Media,34810.0,Decatur,IL,Midwest,0,,7.0,1.0
05815500-31ae-473b-b048-fadb9517729a,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2020,2024,2.92,2.89,3.25,129,0,Low,0,0,Female,Hispanic,24,0,High,3.26,Continuing Education,Continuing Education,,,,,,,0,,,
9431abe6-fd96-4d20-b196-a4d1879f8173,University of Illinois Chicago,"Chicago, IL",Arts & Humanities,2020,2024,2.34,2.3,1.67,129,0,None,0,0,Female,Hispanic,28,0,High,3.09,Employed,Employed,"Exhibitions officer, museum/gallery",Arts,49294.0,Naperville,IL,Midwest,0,,7.0,1.0
b9f445d0-b4c2-4ec5-a425-300a705d1d17,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Health Sciences,2018,2022,2.9,2.89,2.35,138,0,Low,0,1,Female,White,26,0,Low,3.17,Employed,Employed,IT sales professional,Pharma,55852.0,Detroit,MI,Midwest,1,Health Sciences,9.0,1.0
1fab5b19-313d-470f-9ec7-323f7524773a,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2019,2023,2.35,1.98,1.55,136,1,Medium,0,0,Female,Asian,22,1,High,3.09,Employed,Employed,Retail manager,Higher Education,55352.0,Des Moines,IA,Midwest,0,,8.0,1.0
18ac4e53-9e49-493c-8c69-0884b07440ba,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Health Sciences,2016,2020,1.98,2.53,3.15,131,0,Medium,0,0,Male,Other,23,0,Low,3.09,Employed,Employed,Telecommunications researcher,Pharma,50582.0,Chicago,IL,Midwest,0,,8.0,1.0
1b7ff463-2901-4893-bc14-60d5d4ab99c1,University of Illinois Chicago,"Chicago, IL",Business,2017,2021,3.0,3.37,3.68,126,0,Low,0,0,Female,Hispanic,25,0,Medium,2.16,Employed,Employed,"Scientist, research (medical)",Finance,54842.0,Champaign,IL,Midwest,0,,7.0,1.0
6f85d4f0-c512-4581-9358-fadce187c165,University of Illinois Chicago,"Chicago, IL",Education,2018,2022,3.17,3.62,3.67,123,1,Low,0,0,Female,Asian,29,0,High,2.35,Employed,Employed,"Clinical scientist, histocompatibility and immunogenetics",Higher Education,48008.0,Bloomington,IL,Midwest,1,Education,7.0,0.0
9ead675a-e30a-46ba-bc98-63da07333021,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Health Sciences,2017,2021,2.61,2.65,2.72,138,0,Low,0,0,Male,Hispanic,24,0,High,2.08,Employed,Employed,Actor,Healthcare,48169.0,Rockford,IL,Midwest,0,,7.0,1.0
460a4db4-fbcf-4380-91f3-0d3046151e05,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2019,2023,2.82,2.92,2.65,130,0,High,0,0,Female,Asian,27,1,Medium,3.27,Employed,Employed,Building control surveyor,Higher Education,56421.0,Indianapolis,IN,Midwest,1,Education,9.0,0.0
a421ff94-f941-4a1a-8ecf-89ac39896c6c,University of Illinois Chicago,"Chicago, IL",Education,2018,2022,3.15,3.32,3.23,120,0,High,0,0,Female,White,22,1,Low,3.12,Employed,Employed,Media planner,Higher Education,43730.0,St. Louis,MO,Midwest,0,,7.0,0.0
d9a89a12-7e97-4609-9af6-93fd790384e2,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Business,2016,2020,2.27,2.58,2.23,135,1,High,0,0,Female,Black,22,0,High,2.27,Employed,Employed,Print production planner,Finance,59774.0,Springfield,IL,Midwest,0,,9.0,0.0
f594ecac-c08d-4e6b-89cb-c86da613eb98,University of Illinois Springfield,"Springfield, IL",STEM,2018,2022,2.98,3.2,3.35,132,0,Medium,0,0,Non-binary,Hispanic,24,1,Low,3.59,Employed,Employed,Geoscientist,Engineering,66412.0,Champaign,IL,Midwest,0,,8.0,1.0
c3b70d88-224e-45d5-9184-c41ed0c22671,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2017,2021,2.54,2.57,2.54,134,1,Low,0,0,Non-binary,Black,26,0,Low,2.54,Employed,Employed,Bonds trader,Nonprofit,43650.0,Chicago,IL,Midwest,0,,10.0,1.0
c5890eab-6c17-4fcd-800e-9ab7693d1cf4,University of Illinois Springfield,"Springfield, IL",STEM,2019,2023,2.21,1.9,2.48,120,1,Low,0,0,Male,Black,24,0,Low,3.22,Employed,Employed,Marine scientist,Engineering,87226.0,Peoria,IL,Midwest,0,,10.0,0.0
465dcd3a-04c9-4e32-995c-7ad2592d057d,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2018,2022,2.03,2.06,2.44,129,0,Low,0,1,Male,Other,26,0,Medium,2.68,Employed,Employed,"Scientist, water quality",Nonprofit,45520.0,Chicago,IL,Midwest,0,,6.0,1.0
1c56eecd-03f7-42b7-97af-2125a2384848,University of Illinois Chicago,"Chicago, IL",Business,2018,2022,3.03,3.33,3.68,138,0,Low,0,1,Female,Black,22,0,High,2.61,Employed,Employed,"Scientist, marine",Consulting,57480.0,Bloomington,IL,Midwest,0,,6.0,1.0
d307bb63-98c4-4de3-8417-faaf172a6d22,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",STEM,2016,2020,2.31,1.91,2.18,131,0,None,1,0,Female,Asian,27,1,Low,3.55,Unemployed,Employed,,,,,,,0,,,
1500447e-2dc8-4200-b5f6-a22f0b274a5c,University of Illinois Chicago,"Chicago, IL",Health Sciences,2016,2020,1.74,1.61,1.56,120,1,High,0,0,Male,Black,28,0,High,2.8,Employed,Employed,"Engineer, structural",Pharma,59359.0,Springfield,IL,Midwest,0,,8.0,0.0
ef32c6aa-88ad-471e-98f7-3d50b8ae740f,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2020,2024,3.41,3.35,3.53,139,0,High,0,0,Female,Asian,24,0,Medium,2.59,Employed,Employed,"Designer, fashion/clothing",Arts,42077.0,Peoria,IL,Midwest,1,Arts & Humanities,6.0,0.0
774e062b-0ab5-4f46-bb68-d1520652d9b8,University of Illinois Chicago,"Chicago, IL",Education,2016,2020,3.1,4.0,4.0,132,1,Medium,0,0,Male,White,23,0,Low,2.33,Employed,Employed,Chartered loss adjuster,Higher Education,50195.0,Naperville,IL,Midwest,1,Education,6.0,1.0
43276641-c7a2-48cd-b2a5-a97bc864c470,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2016,2020,2.14,1.94,2.13,125,0,High,0,1,Non-binary,Other,26,0,Low,3.42,Employed,Employed,Armed forces technical officer,K-12,44557.0,Austin,TX,South,0,,9.0,0.0
76493eb1-6bb8-4bb4-b54d-f09f1250d3ac,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",STEM,2020,2024,2.85,2.91,2.75,122,1,Low,0,0,Non-binary,Asian,23,0,Low,3.66,Employed,Employed,"Designer, jewellery",Research,81838.0,Rockford,IL,Midwest,0,,8.0,1.0
7289d8ac-ce84-470f-babf-062f1624cf10,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Health Sciences,2018,2022,3.11,2.97,3.43,120,0,High,1,0,Non-binary,Black,25,0,Medium,3.36,Unemployed,Employed,,,,,,,0,,,
c2ffb66b-f05e-4a38-92f5-467713f1c311,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",STEM,2017,2021,2.43,2.75,2.88,138,0,Low,0,0,Non-binary,Hispanic,25,0,Low,3.24,Employed,Employed,"Horticulturist, commercial",Research,68336.0,Rockford,IL,Midwest,0,,7.0,1.0
c072430d-3270-45bf-8be0-98dc7c69b72a,University of Illinois Springfield,"Springfield, IL",STEM,2016,2020,2.56,2.47,2.58,137,1,None,0,1,Male,Asian,25,0,Medium,2.68,Employed,Employed,"Journalist, broadcasting",Technology,77679.0,Minneapolis,MN,Midwest,1,STEM,8.0,0.0
2f05ce02-f53d-42d2-ad84-09f14f1ca77b,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2016,2020,3.22,2.95,3.56,137,0,None,0,1,Female,Asian,22,0,Low,2.95,Unemployed,Unemployed,,,,,,,0,,,
3df076e3-818e-406e-8f5e-38b3e6a786b5,University of Illinois Chicago,"Chicago, IL",Education,2020,2024,3.24,3.77,3.64,128,1,High,1,0,Non-binary,Black,23,0,Low,3.29,Employed,Employed,Proofreader,Higher Education,46510.0,Decatur,IL,Midwest,0,,10.0,0.0
609481d9-ad71-475d-8a1d-064aef79779f,University of Illinois Springfield,"Springfield, IL",STEM,2016,2020,2.18,2.36,2.59,133,1,Medium,0,0,Male,Black,28,0,Medium,3.05,Employed,Employed,Lawyer,Technology,76419.0,Rockford,IL,Midwest,1,STEM,9.0,1.0
8031b2ff-c545-46f7-8f94-36c9a1345feb,University of Illinois Chicago,"Chicago, IL",Arts & Humanities,2018,2022,2.39,2.39,2.35,126,0,Low,0,0,Male,Black,23,1,High,3.0,Employed,Employed,English as a second language teacher,Arts,40080.0,Peoria,IL,Midwest,0,,7.0,0.0
64076c70-616e-4bc5-978b-ea36bf2ca81b,University of Illinois Chicago,"Chicago, IL",Business,2017,2021,2.61,2.62,2.79,121,1,Medium,0,0,Non-binary,White,23,0,Low,2.59,Employed,Employed,Tourist information centre manager,Consulting,65405.0,Chicago,IL,Midwest,0,,7.0,1.0
4589d876-a44c-46c9-b11b-4a5e9e994ee3,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",STEM,2017,2021,3.03,3.43,3.68,120,0,None,0,0,Male,White,27,0,High,2.47,Employed,Employed,Dealer,Engineering,70453.0,Bloomington,IL,Midwest,0,,7.0,0.0
898efea3-5380-4156-b6ba-0729736d3c8a,University of Illinois Springfield,"Springfield, IL",STEM,2016,2020,3.1,3.11,3.17,122,0,Low,0,0,Non-binary,White,23,1,Medium,2.58,Employed,Employed,Health promotion specialist,Engineering,60596.0,Decatur,IL,Midwest,1,STEM,9.0,0.0
1a708b0f-6d81-4d66-91ba-fc3809e13124,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Arts & Humanities,2018,2022,2.57,2.87,3.35,134,0,Medium,0,0,Non-binary,Asian,25,1,Medium,3.32,Employed,Employed,Freight forwarder,Arts,32614.0,Austin,TX,South,1,Arts & Humanities,10.0,0.0
e292a1e0-06ec-461a-a372-93464644a14b,University of Illinois Chicago,"Chicago, IL",Business,2016,2020,3.4,3.34,3.32,139,0,Medium,0,0,Male,Other,25,0,Low,2.74,Unemployed,Unemployed,,,,,,,0,,,
eca6e8c6-5d1c-4f0d-8922-0a196043b8c1,University of Illinois Springfield,"Springfield, IL",Education,2017,2021,2.94,2.92,3.08,130,0,None,0,0,Female,Black,28,0,Medium,2.32,Unemployed,Employed,,,,,,,0,,,
9ee0f3e2-b9fb-461c-964d-7d904c333599,University of Illinois Urbana-Champaign,"Urbana-Champaign, IL",Education,2016,2020,2.46,2.23,2.87,128,1,Low,0,0,Non-binary,White,26,0,High,3.77,Employed,Employed,Soil scientist,Higher Education,51974.0,Rockford,IL,Midwest,0,,10.0,0.0
